file,x0,y0,x1,y1,pixels,width,height
testpilot_dark_window_style_078.png,296,680,323,734,1130,33,60
testpilot_dark_window_style_079.png,350,680,447,761,7024,103,87
testpilot_dark_window_style_080.png,456,680,561,762,7794,111,88
testpilot_dark_window_style_081.png,571,680,674,761,7649,109,87
testpilot_dark_window_style_082.png,683,680,789,762,7900,112,88
testpilot_dark_window_style_083.png,799,680,904,761,7755,111,87
testpilot_dark_window_style_084.png,1127,681,1332,729,9002,211,54
testpilot_dark_window_style_085.png,1349,683,1435,728,3725,92,51
testpilot_dark_window_style_086.png,14,704,264,734,6688,256,36
testpilot_dark_window_style_087.png,915,723,1022,761,3958,113,44
testpilot_dark_window_style_088.png,1030,723,1110,761,2947,86,44
testpilot_dark_window_style_089.png,1126,733,1332,779,8946,212,52
testpilot_dark_window_style_090.png,1349,733,1435,778,3658,92,51
testpilot_dark_window_style_091.png,296,737,323,764,580,33,33
testpilot_dark_window_style_092.png,14,740,264,768,6431,256,34
testpilot_dark_window_style_093.png,296,766,323,794,587,33,34
testpilot_dark_window_style_094.png,14,773,264,832,12542,256,65
testpilot_dark_window_style_095.png,352,780,899,931,81869,553,157
testpilot_dark_window_style_096.png,912,788,1434,931,74043,528,149
testpilot_dark_window_style_097.png,296,797,323,823,543,33,32
testpilot_dark_window_style_098.png,296,826,323,881,1164,33,61
testpilot_dark_window_style_099.png,14,839,264,865,6355,256,32
testpilot_dark_window_style_100.png,13,866,264,901,6955,257,41
testpilot_dark_window_style_101.png,297,885,323,910,533,32,31
testpilot_dark_window_style_102.png,15,938,122,984,4728,113,52
testpilot_dark_window_style_103.png,360,938,515,986,6803,161,54
testpilot_dark_window_style_104.png,520,938,650,983,5533,136,51
testpilot_dark_window_style_105.png,127,939,236,984,4557,115,51
testpilot_dark_window_style_106.png,236,939,339,987,4539,109,54
testpilot_dark_window_style_107.png,698,940,723,1028,2143,31,94
testpilot_dark_window_style_108.png,771,940,905,1028,11549,140,94
testpilot_dark_window_style_109.png,914,940,1052,1028,12019,144,94
testpilot_dark_window_style_110.png,1059,940,1193,1028,11649,140,94
testpilot_dark_window_style_111.png,1201,940,1319,1028,10185,124,94
testpilot_dark_window_style_112.png,743,941,755,1026,989,18,91
testpilot_dark_window_style_113.png,1335,942,1350,1028,1194,21,92
testpilot_dark_window_style_114.png,1370,942,1388,1028,1317,24,92
testpilot_dark_window_style_115.png,1403,942,1419,1028,1255,22,92
testpilot_dark_window_style_116.png,667,949,680,1022,909,19,79
testpilot_dark_window_style_117.png,437,986,515,1031,3346,84,51
testpilot_dark_window_style_118.png,15,987,122,1030,4436,113,49
testpilot_dark_window_style_119.png,359,987,434,1031,3149,81,50
testpilot_dark_window_style_120.png,520,987,650,1031,5403,136,50
testpilot_dark_window_style_121.png,127,988,231,1030,4241,110,48
testpilot_dark_window_style_122.png,237,988,338,1030,4076,107,48
testpilot_dark_window_style_123.png,15,1037,242,1067,6698,233,36
testpilot_dark_window_style_124.png,247,1037,439,1068,5624,198,37
testpilot_dark_window_style_125.png,446,1037,719,1067,8059,279,36
testpilot_dark_window_style_126.png,734,1037,1077,1067,10178,349,36
testpilot_dark_window_style_127.png,1090,1037,1434,1067,10198,350,36
