file,x0,y0,x1,y1,pixels,width,height
testpilot_window_style_050.png,1266,441,1272,643,1027,12,208
testpilot_window_style_051.png,1288,441,1318,645,6096,36,210
testpilot_window_style_052.png,1336,441,1342,643,1021,12,208
testpilot_window_style_053.png,1385,441,1390,643,1003,11,208
testpilot_window_style_054.png,1212,442,1233,462,344,27,26
testpilot_window_style_055.png,945,479,965,501,419,26,28
testpilot_window_style_056.png,996,479,1016,501,421,26,28
testpilot_window_style_057.png,1044,479,1065,501,439,27,28
testpilot_window_style_058.png,1098,480,1119,501,425,27,27
testpilot_window_style_059.png,1153,480,1195,502,790,48,28
testpilot_window_style_060.png,1211,480,1233,502,373,28,28
testpilot_window_style_061.png,675,502,703,506,55,34,10
testpilot_window_style_062.png,535,507,709,543,6013,180,42
testpilot_window_style_063.png,734,507,903,542,5840,175,41
testpilot_window_style_064.png,316,508,514,545,6821,204,43
testpilot_window_style_065.png,1153,519,1195,542,871,48,29
testpilot_window_style_066.png,1211,519,1233,541,370,28,28
testpilot_window_style_067.png,944,520,966,542,455,28,28
testpilot_window_style_068.png,995,520,1017,542,446,28,28
testpilot_window_style_069.png,1044,520,1066,542,446,28,28
testpilot_window_style_070.png,1098,521,1120,542,444,28,27
testpilot_window_style_071.png,533,548,709,663,18462,182,121
testpilot_window_style_072.png,315,549,514,664,21197,205,121
testpilot_window_style_073.png,734,549,903,582,5547,175,39
testpilot_window_style_074.png,1152,561,1197,585,933,51,30
testpilot_window_style_075.png,1214,564,1233,583,291,25,25
testpilot_window_style_076.png,945,569,965,589,320,26,26
testpilot_window_style_077.png,996,569,1017,589,329,27,26
testpilot_window_style_078.png,1045,569,1066,589,341,27,26
testpilot_window_style_079.png,1099,569,1119,589,317,26,26
testpilot_window_style_080.png,734,587,903,622,5794,175,41
testpilot_window_style_081.png,1153,603,1197,628,966,50,31
testpilot_window_style_082.png,1213,604,1258,629,991,51,31
testpilot_window_style_083.png,1045,607,1066,628,339,27,27
testpilot_window_style_084.png,945,608,965,628,148,26,26
testpilot_window_style_085.png,997,608,1016,628,305,25,26
testpilot_window_style_086.png,1099,608,1119,628,308,26,26
testpilot_window_style_087.png,734,629,903,663,5708,175,40
testpilot_window_style_088.png,366,682,462,716,3021,102,40
testpilot_window_style_089.png,470,682,570,716,3128,106,40
testpilot_window_style_090.png,579,682,680,716,3181,107,40
testpilot_window_style_091.png,689,682,789,716,3149,106,40
testpilot_window_style_092.png,801,682,899,716,3097,104,40
testpilot_window_style_093.png,913,685,1013,717,3095,106,38
testpilot_window_style_094.png,1023,685,1099,718,2385,82,39
testpilot_window_style_095.png,20,687,267,704,3977,253,23
testpilot_window_style_096.png,1121,688,1324,777,13744,209,95
testpilot_window_style_097.png,1122,689,1168,729,1739,52,46
testpilot_window_style_098.png,1346,689,1427,728,2998,87,45
testpilot_window_style_099.png,308,690,326,706,226,24,22
testpilot_window_style_100.png,20,714,267,734,4016,253,26
testpilot_window_style_101.png,308,718,326,735,234,24,23
testpilot_window_style_102.png,470,721,570,758,3111,106,43
testpilot_window_style_103.png,365,723,462,756,2933,103,39
testpilot_window_style_104.png,579,723,680,758,3073,107,41
testpilot_window_style_105.png,689,723,789,757,3057,106,40
testpilot_window_style_106.png,801,723,898,756,2918,103,39
testpilot_window_style_107.png,912,723,1013,759,3290,107,42
testpilot_window_style_108.png,1022,724,1100,757,2484,84,39
testpilot_window_style_109.png,1346,736,1428,776,3067,88,46
testpilot_window_style_110.png,309,745,325,762,220,22,23
testpilot_window_style_111.png,20,748,267,765,3923,253,23
testpilot_window_style_112.png,308,770,325,789,235,23,25
testpilot_window_style_113.png,365,777,890,926,77425,531,155
testpilot_window_style_114.png,20,780,267,797,4111,253,23
testpilot_window_style_115.png,909,787,1428,929,72898,525,148
testpilot_window_style_116.png,309,799,325,816,212,22,23
testpilot_window_style_117.png,20,812,267,828,3905,253,22
testpilot_window_style_118.png,308,827,326,844,238,24,23
testpilot_window_style_119.png,20,843,267,859,3898,253,22
testpilot_window_style_120.png,309,856,326,872,218,23,22
testpilot_window_style_121.png,20,874,267,897,5616,253,29
testpilot_window_style_122.png,309,883,325,900,222,22,23
testpilot_window_style_123.png,134,940,231,976,3429,103,42
testpilot_window_style_124.png,241,940,338,976,3434,103,42
testpilot_window_style_125.png,366,940,432,977,2346,72,43
testpilot_window_style_126.png,21,941,122,976,3500,107,41
testpilot_window_style_127.png,444,941,511,977,2379,73,42
testpilot_window_style_128.png,521,941,603,979,2922,88,44
testpilot_window_style_129.png,611,941,644,979,1184,39,44
testpilot_window_style_130.png,1197,941,1311,1022,9103,120,87
testpilot_window_style_131.png,769,942,904,1022,10725,141,86
testpilot_window_style_132.png,913,942,1047,1022,10672,140,86
testpilot_window_style_133.png,1056,942,1187,1022,10396,137,86
testpilot_window_style_134.png,1370,943,1377,1019,381,13,82
testpilot_window_style_135.png,1334,944,1339,1019,350,11,81
testpilot_window_style_136.png,1409,944,1414,1019,270,11,81
testpilot_window_style_137.png,701,945,707,1019,439,12,80
testpilot_window_style_138.png,724,945,731,1019,442,13,80
testpilot_window_style_139.png,747,945,753,1019,435,12,80
testpilot_window_style_140.png,667,946,689,1019,1521,28,79
testpilot_window_style_141.png,521,985,603,1022,2918,88,43
testpilot_window_style_142.png,611,985,644,1022,1171,39,43
testpilot_window_style_143.png,21,986,122,1021,3508,107,41
testpilot_window_style_144.png,134,986,231,1021,3359,103,41
testpilot_window_style_145.png,241,986,337,1021,3331,102,41
testpilot_window_style_146.png,366,986,432,1021,2285,72,41
testpilot_window_style_147.png,444,986,511,1021,2318,73,41
testpilot_window_style_148.png,20,1031,429,1061,11366,415,36
testpilot_window_style_149.png,448,1032,716,1060,7419,274,34
testpilot_window_style_150.png,737,1032,1073,1061,9346,342,35
testpilot_window_style_151.png,1094,1032,1428,1062,9179,340,36
